time,ENV.pressure,ENV.temperature,PHOT.O2_1,PHOT.O3_1,PHOT.O3_2
54900,8.78E+03,2.03E+02,1.63E-16,1.86E-06,3.38E-04
55050,8.78E+03,2.03E+02,1.70E-16,2.00E-06,3.42E-04
55200,8.78E+03,2.03E+02,1.78E-16,2.14E-06,3.46E-04
55350,8.78E+03,2.03E+02,1.86E-16,2.30E-06,3.51E-04
55500,8.78E+03,2.03E+02,1.94E-16,2.45E-06,3.55E-04
55650,8.78E+03,2.03E+02,2.02E-16,2.62E-06,3.59E-04
55800,8.78E+03,2.03E+02,2.11E-16,2.80E-06,3.63E-04
55950,8.78E+03,2.03E+02,2.20E-16,2.98E-06,3.66E-04
56100,8.78E+03,2.03E+02,2.29E-16,3.17E-06,3.70E-04
56250,8.78E+03,2.03E+02,2.38E-16,3.37E-06,3.74E-04
56400,8.78E+03,2.03E+02,2.48E-16,3.58E-06,3.78E-04
56550,8.78E+03,2.03E+02,2.57E-16,3.79E-06,3.81E-04
56700,8.78E+03,2.03E+02,2.68E-16,4.02E-06,3.85E-04
56850,8.78E+03,2.03E+02,2.78E-16,4.25E-06,3.88E-04
57000,8.78E+03,2.03E+02,2.89E-16,4.49E-06,3.92E-04
57150,8.78E+03,2.03E+02,3.00E-16,4.74E-06,3.95E-04
57300,8.78E+03,2.03E+02,3.11E-16,4.99E-06,3.98E-04
57450,8.78E+03,2.03E+02,3.23E-16,5.26E-06,4.02E-04
57600,8.78E+03,2.03E+02,3.35E-16,5.53E-06,4.05E-04
57750,8.78E+03,2.03E+02,3.45E-16,5.75E-06,4.08E-04
57900,8.78E+03,2.03E+02,3.55E-16,5.98E-06,4.10E-04
58050,8.78E+03,2.03E+02,3.66E-16,6.21E-06,4.13E-04
58200,8.78E+03,2.03E+02,3.77E-16,6.45E-06,4.15E-04
58350,8.78E+03,2.03E+02,3.88E-16,6.69E-06,4.17E-04
58500,8.78E+03,2.03E+02,3.99E-16,6.94E-06,4.20E-04
58650,8.78E+03,2.03E+02,4.11E-16,7.19E-06,4.22E-04
58800,8.78E+03,2.03E+02,4.23E-16,7.45E-06,4.25E-04
58950,8.78E+03,2.03E+02,4.36E-16,7.71E-06,4.27E-04
59100,8.78E+03,2.03E+02,4.49E-16,7.97E-06,4.29E-04
59250,8.78E+03,2.03E+02,4.62E-16,8.24E-06,4.32E-04
59400,8.78E+03,2.03E+02,4.76E-16,8.51E-06,4.34E-04
59550,8.78E+03,2.03E+02,4.91E-16,8.79E-06,4.36E-04
59700,8.78E+03,2.03E+02,5.06E-16,9.08E-06,4.38E-04
59850,8.78E+03,2.03E+02,5.21E-16,9.36E-06,4.41E-04
60000,8.78E+03,2.03E+02,5.37E-16,9.65E-06,4.43E-04
60150,8.78E+03,2.03E+02,5.54E-16,9.95E-06,4.45E-04
60300,8.78E+03,2.03E+02,5.71E-16,1.02E-05,4.47E-04
60450,8.78E+03,2.03E+02,5.90E-16,1.06E-05,4.49E-04
60600,8.78E+03,2.03E+02,6.09E-16,1.09E-05,4.52E-04
60750,8.78E+03,2.03E+02,6.29E-16,1.12E-05,4.54E-04
60900,8.78E+03,2.03E+02,6.50E-16,1.15E-05,4.56E-04
61050,8.78E+03,2.03E+02,6.72E-16,1.18E-05,4.58E-04
61200,8.78E+03,2.03E+02,6.95E-16,1.21E-05,4.60E-04
61350,8.78E+03,2.03E+02,7.11E-16,1.23E-05,4.62E-04
61500,8.78E+03,2.03E+02,7.27E-16,1.25E-05,4.63E-04
61650,8.78E+03,2.03E+02,7.44E-16,1.28E-05,4.64E-04
61800,8.78E+03,2.03E+02,7.62E-16,1.30E-05,4.66E-04
61950,8.78E+03,2.03E+02,7.80E-16,1.32E-05,4.67E-04
62100,8.78E+03,2.03E+02,7.99E-16,1.34E-05,4.68E-04
62250,8.78E+03,2.03E+02,8.19E-16,1.36E-05,4.69E-04
62400,8.78E+03,2.03E+02,8.40E-16,1.39E-05,4.71E-04
62550,8.78E+03,2.03E+02,8.61E-16,1.41E-05,4.72E-04
62700,8.78E+03,2.03E+02,8.84E-16,1.43E-05,4.73E-04
62850,8.78E+03,2.03E+02,9.07E-16,1.45E-05,4.75E-04
63000,8.78E+03,2.03E+02,9.32E-16,1.48E-05,4.76E-04
63150,8.78E+03,2.03E+02,9.57E-16,1.50E-05,4.77E-04
63300,8.78E+03,2.03E+02,9.83E-16,1.52E-05,4.78E-04
63450,8.78E+03,2.03E+02,1.01E-15,1.55E-05,4.80E-04
63600,8.78E+03,2.03E+02,1.04E-15,1.57E-05,4.81E-04
63750,8.78E+03,2.03E+02,1.07E-15,1.59E-05,4.82E-04
63900,8.78E+03,2.03E+02,1.10E-15,1.62E-05,4.83E-04
64050,8.78E+03,2.03E+02,1.13E-15,1.64E-05,4.85E-04
64200,8.78E+03,2.03E+02,1.17E-15,1.66E-05,4.86E-04
64350,8.78E+03,2.03E+02,1.21E-15,1.69E-05,4.87E-04
64500,8.78E+03,2.03E+02,1.24E-15,1.71E-05,4.88E-04
64650,8.78E+03,2.03E+02,1.28E-15,1.73E-05,4.90E-04
64800,8.78E+03,2.03E+02,1.32E-15,1.76E-05,4.91E-04
64950,8.78E+03,2.03E+02,1.34E-15,1.77E-05,4.91E-04
65100,8.78E+03,2.03E+02,1.35E-15,1.78E-05,4.92E-04
65250,8.78E+03,2.03E+02,1.37E-15,1.78E-05,4.92E-04
65400,8.78E+03,2.03E+02,1.39E-15,1.79E-05,4.92E-04
65550,8.78E+03,2.03E+02,1.40E-15,1.80E-05,4.93E-04
65700,8.78E+03,2.03E+02,1.42E-15,1.81E-05,4.93E-04
65850,8.78E+03,2.03E+02,1.44E-15,1.82E-05,4.94E-04
66000,8.78E+03,2.03E+02,1.45E-15,1.83E-05,4.94E-04
66150,8.78E+03,2.03E+02,1.47E-15,1.84E-05,4.94E-04
66300,8.78E+03,2.03E+02,1.49E-15,1.85E-05,4.95E-04
66450,8.78E+03,2.03E+02,1.51E-15,1.85E-05,4.95E-04
66600,8.78E+03,2.03E+02,1.52E-15,1.86E-05,4.96E-04
66750,8.78E+03,2.03E+02,1.54E-15,1.87E-05,4.96E-04
66900,8.78E+03,2.03E+02,1.56E-15,1.88E-05,4.96E-04
67050,8.78E+03,2.03E+02,1.58E-15,1.89E-05,4.97E-04
67200,8.78E+03,2.03E+02,1.60E-15,1.90E-05,4.97E-04
67350,8.78E+03,2.03E+02,1.62E-15,1.91E-05,4.98E-04
67500,8.78E+03,2.03E+02,1.64E-15,1.92E-05,4.98E-04
67650,8.78E+03,2.03E+02,1.66E-15,1.93E-05,4.98E-04
67800,8.78E+03,2.03E+02,1.68E-15,1.93E-05,4.99E-04
67950,8.78E+03,2.03E+02,1.70E-15,1.94E-05,4.99E-04
68100,8.78E+03,2.03E+02,1.72E-15,1.95E-05,4.99E-04
68250,8.78E+03,2.03E+02,1.75E-15,1.96E-05,5.00E-04
68400,8.78E+03,2.03E+02,1.77E-15,1.97E-05,5.00E-04
68550,8.78E+03,2.03E+02,1.75E-15,1.96E-05,5.00E-04
68700,8.78E+03,2.03E+02,1.73E-15,1.95E-05,4.99E-04
68850,8.78E+03,2.03E+02,1.71E-15,1.95E-05,4.99E-04
69000,8.78E+03,2.03E+02,1.69E-15,1.94E-05,4.98E-04
69150,8.78E+03,2.03E+02,1.67E-15,1.93E-05,4.98E-04
69300,8.78E+03,2.03E+02,1.65E-15,1.92E-05,4.98E-04
69450,8.78E+03,2.03E+02,1.63E-15,1.91E-05,4.97E-04
69600,8.78E+03,2.03E+02,1.61E-15,1.90E-05,4.97E-04
69750,8.78E+03,2.03E+02,1.59E-15,1.90E-05,4.96E-04
69900,8.78E+03,2.03E+02,1.57E-15,1.89E-05,4.96E-04
70050,8.78E+03,2.03E+02,1.56E-15,1.88E-05,4.95E-04
70200,8.78E+03,2.03E+02,1.54E-15,1.87E-05,4.95E-04
70350,8.78E+03,2.03E+02,1.52E-15,1.86E-05,4.94E-04
70500,8.78E+03,2.03E+02,1.50E-15,1.85E-05,4.94E-04
70650,8.78E+03,2.03E+02,1.49E-15,1.85E-05,4.93E-04
70800,8.78E+03,2.03E+02,1.47E-15,1.84E-05,4.93E-04
70950,8.78E+03,2.03E+02,1.46E-15,1.83E-05,4.93E-04
71100,8.78E+03,2.03E+02,1.44E-15,1.82E-05,4.92E-04
71250,8.78E+03,2.03E+02,1.42E-15,1.81E-05,4.92E-04
71400,8.78E+03,2.03E+02,1.41E-15,1.81E-05,4.91E-04
71550,8.78E+03,2.03E+02,1.39E-15,1.80E-05,4.91E-04
71700,8.78E+03,2.03E+02,1.38E-15,1.79E-05,4.90E-04
71850,8.78E+03,2.03E+02,1.36E-15,1.78E-05,4.90E-04
72000,8.78E+03,2.03E+02,1.35E-15,1.77E-05,4.89E-04
72150,8.78E+03,2.03E+02,1.31E-15,1.75E-05,4.88E-04
72300,8.78E+03,2.03E+02,1.27E-15,1.73E-05,4.87E-04
72450,8.78E+03,2.03E+02,1.23E-15,1.70E-05,4.85E-04
72600,8.78E+03,2.03E+02,1.19E-15,1.68E-05,4.84E-04
72750,8.78E+03,2.03E+02,1.16E-15,1.65E-05,4.83E-04
72900,8.78E+03,2.03E+02,1.13E-15,1.63E-05,4.81E-04
73050,8.78E+03,2.03E+02,1.09E-15,1.61E-05,4.80E-04
73200,8.78E+03,2.03E+02,1.06E-15,1.58E-05,4.79E-04
73350,8.78E+03,2.03E+02,1.04E-15,1.56E-05,4.77E-04
73500,8.78E+03,2.03E+02,1.01E-15,1.54E-05,4.76E-04
73650,8.78E+03,2.03E+02,9.81E-16,1.52E-05,4.75E-04
73800,8.78E+03,2.03E+02,9.56E-16,1.49E-05,4.73E-04
73950,8.78E+03,2.03E+02,9.31E-16,1.47E-05,4.72E-04
74100,8.78E+03,2.03E+02,9.08E-16,1.45E-05,4.70E-04
74250,8.78E+03,2.03E+02,8.85E-16,1.43E-05,4.69E-04
74400,8.78E+03,2.03E+02,8.64E-16,1.40E-05,4.68E-04
74550,8.78E+03,2.03E+02,8.43E-16,1.38E-05,4.66E-04
74700,8.78E+03,2.03E+02,8.23E-16,1.36E-05,4.65E-04
74850,8.78E+03,2.03E+02,8.04E-16,1.34E-05,4.64E-04
75000,8.78E+03,2.03E+02,7.85E-16,1.32E-05,4.62E-04
75150,8.78E+03,2.03E+02,7.68E-16,1.29E-05,4.61E-04
75300,8.78E+03,2.03E+02,7.50E-16,1.27E-05,4.59E-04
75450,8.78E+03,2.03E+02,7.34E-16,1.25E-05,4.58E-04
75600,8.78E+03,2.03E+02,7.18E-16,1.23E-05,4.57E-04
75750,8.78E+03,2.03E+02,6.94E-16,1.20E-05,4.54E-04
75900,8.78E+03,2.03E+02,6.72E-16,1.17E-05,4.52E-04
76050,8.78E+03,2.03E+02,6.51E-16,1.13E-05,4.50E-04
76200,8.78E+03,2.03E+02,6.30E-16,1.10E-05,4.48E-04
76350,8.78E+03,2.03E+02,6.11E-16,1.07E-05,4.45E-04
76500,8.78E+03,2.03E+02,5.92E-16,1.04E-05,4.43E-04
76650,8.78E+03,2.03E+02,5.75E-16,1.01E-05,4.41E-04
76800,8.78E+03,2.03E+02,5.58E-16,9.81E-06,4.38E-04
76950,8.78E+03,2.03E+02,5.41E-16,9.52E-06,4.36E-04
77100,8.78E+03,2.03E+02,5.25E-16,9.23E-06,4.34E-04
77250,8.78E+03,2.03E+02,5.10E-16,8.95E-06,4.31E-04
77400,8.78E+03,2.03E+02,4.96E-16,8.66E-06,4.29E-04
77550,8.78E+03,2.03E+02,4.81E-16,8.39E-06,4.27E-04
77700,8.78E+03,2.03E+02,4.68E-16,8.11E-06,4.24E-04
77850,8.78E+03,2.03E+02,4.55E-16,7.85E-06,4.22E-04
78000,8.78E+03,2.03E+02,4.42E-16,7.58E-06,4.20E-04
78150,8.78E+03,2.03E+02,4.29E-16,7.32E-06,4.17E-04
78300,8.78E+03,2.03E+02,4.17E-16,7.07E-06,4.15E-04
78450,8.78E+03,2.03E+02,4.06E-16,6.82E-06,4.13E-04
78600,8.78E+03,2.03E+02,3.94E-16,6.57E-06,4.10E-04
78750,8.78E+03,2.03E+02,3.83E-16,6.33E-06,4.08E-04
78900,8.78E+03,2.03E+02,3.72E-16,6.10E-06,4.05E-04
79050,8.78E+03,2.02E+02,3.62E-16,5.87E-06,4.03E-04
79200,8.78E+03,2.02E+02,3.52E-16,5.64E-06,4.00E-04
79350,8.78E+03,2.02E+02,3.39E-16,5.36E-06,3.97E-04
79500,8.78E+03,2.02E+02,3.27E-16,5.09E-06,3.93E-04
79650,8.78E+03,2.02E+02,3.15E-16,4.83E-06,3.89E-04
79800,8.78E+03,2.02E+02,3.04E-16,4.57E-06,3.85E-04
79950,8.78E+03,2.02E+02,2.93E-16,4.32E-06,3.82E-04
80100,8.78E+03,2.02E+02,2.82E-16,4.09E-06,3.78E-04
80250,8.78E+03,2.02E+02,2.72E-16,3.86E-06,3.74E-04
80400,8.78E+03,2.02E+02,2.62E-16,3.63E-06,3.70E-04
80550,8.78E+03,2.02E+02,2.52E-16,3.42E-06,3.66E-04
80700,8.78E+03,2.02E+02,2.42E-16,3.22E-06,3.63E-04
80850,8.78E+03,2.02E+02,2.33E-16,3.02E-06,3.59E-04
81000,8.78E+03,2.02E+02,2.24E-16,2.84E-06,3.55E-04
81150,8.78E+03,2.02E+02,2.15E-16,2.66E-06,3.51E-04
81300,8.78E+03,2.02E+02,2.06E-16,2.48E-06,3.47E-04
81450,8.78E+03,2.02E+02,1.98E-16,2.32E-06,3.43E-04
81600,8.78E+03,2.02E+02,1.90E-16,2.17E-06,3.39E-04
81750,8.78E+03,2.02E+02,1.82E-16,2.02E-06,3.35E-04
81900,8.78E+03,2.02E+02,1.74E-16,1.88E-06,3.30E-04
82050,8.78E+03,2.02E+02,1.66E-16,1.74E-06,3.26E-04
82200,8.78E+03,2.02E+02,1.59E-16,1.62E-06,3.21E-04
82350,8.78E+03,2.02E+02,1.51E-16,1.50E-06,3.17E-04
82500,8.78E+03,2.02E+02,1.44E-16,1.38E-06,3.12E-04
82650,8.78E+03,2.02E+02,1.37E-16,1.27E-06,3.07E-04
82800,8.78E+03,2.02E+02,1.30E-16,1.17E-06,3.02E-04
86400,8.78E+03,2.08E+02,4.75E-19,6.18E-09,3.77E-07
86550,8.78E+03,2.08E+02,2.73E-19,3.67E-09,2.04E-07
86700,8.78E+03,2.08E+02,1.43E-19,2.02E-09,1.11E-07
86850,8.78E+03,2.08E+02,7.16E-20,1.06E-09,5.80E-08
87000,8.78E+03,2.08E+02,3.20E-20,5.14E-10,2.84E-08
87150,8.78E+03,2.08E+02,1.30E-20,2.30E-10,1.37E-08
87300,8.78E+03,2.07E+02,4.76E-21,9.39E-11,6.18E-09
87450,8.78E+03,2.07E+02,1.64E-21,3.51E-11,2.60E-09
87600,8.78E+03,2.07E+02,6.07E-22,1.16E-11,1.03E-09
87750,8.78E+03,2.07E+02,2.77E-22,3.59E-12,3.42E-10
87900,8.78E+03,2.07E+02,1.40E-22,1.19E-12,1.12E-10
88050,8.78E+03,2.07E+02,6.76E-23,4.79E-13,3.37E-11
88200,8.78E+03,2.07E+02,2.29E-23,2.12E-13,8.65E-12
88350,8.78E+03,2.07E+02,3.21E-24,8.29E-14,2.50E-12
88500,8.78E+03,2.07E+02,2.00E-26,1.95E-14,7.53E-13
88650,8.78E+03,2.07E+02,5.27E-35,2.46E-15,2.68E-13
88800,8.78E+03,2.07E+02,2.01E-67,1.70E-16,7.23E-14
88950,8.78E+03,2.07E+02,2.05E-183,7.37E-19,1.38E-14
89100,8.78E+03,2.07E+02,0.00E+00,1.06E-33,5.11E-23
89250,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
89400,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
89550,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
89700,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
89850,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
90000,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
90150,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
90300,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
90450,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
90600,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
90750,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
90900,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
91050,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
91200,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
91350,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
91500,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
91650,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
91800,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
91950,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
92100,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
92250,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
92400,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
92550,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
92700,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
92850,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
93000,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
93150,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
93300,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
93450,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
93600,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
93750,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
93900,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
94050,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
94200,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
94350,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
94500,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
94650,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
94800,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
94950,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
95100,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
95250,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
95400,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
95550,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
95700,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
95850,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
96000,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
96150,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
96300,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
96450,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
96600,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
96750,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
96900,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
97050,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
97200,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
97350,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
97500,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
97650,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
97800,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
97950,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
98100,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
98250,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
98400,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
98550,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
98700,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
98850,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
99000,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
99150,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
99300,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
99450,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
99600,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
99750,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
99900,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
100050,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
100200,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
100350,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
100500,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
100650,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
100800,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
100950,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
101100,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
101250,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
101400,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
101550,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
101700,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
101850,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
102000,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
102150,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
102300,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
102450,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
102600,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
102750,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
102900,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
103050,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
103200,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
103350,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
103500,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
103650,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
103800,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
103950,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
104100,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
104250,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
104400,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
104550,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
104700,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
104850,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
105000,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
105150,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
105300,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
105450,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
105600,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
105750,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
105900,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
106050,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
106200,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
106350,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
106500,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
106650,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
106800,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
106950,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
107100,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
107250,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
107400,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
107550,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
107700,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
107850,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
108000,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
108150,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
108300,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
108450,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
108600,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
108750,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
108900,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
109050,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
109200,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
109350,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
109500,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
109650,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
109800,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
109950,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
110100,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
110250,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
110400,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
110550,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
110700,8.78E+03,2.07E+02,0.00E+00,0.00E+00,0.00E+00
110850,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
111000,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
111150,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
111300,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
111450,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
111600,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
111750,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
111900,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
112050,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
112200,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
112350,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
112500,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
112650,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
112800,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
112950,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
113100,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
113250,8.78E+03,2.06E+02,0.00E+00,0.00E+00,0.00E+00
